,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,0.0004906168996332698,0.6066975904741903,-0.0013773010530325083,0.0023585314286645
1,Caco-2,H3K4me1,L1,-0.0007193086778766699,0.6018592118927171,-0.00342150453265196,0.001982897681530923
2,Caco-2,H3K4me1,MIR,0.0008919684281621032,0.5215404208854975,-0.001835489491026491,0.003619413076650803
3,Caco-2,H3K4me1,L2,0.0037850307748479237,0.02382501715727925,0.0005024021112773888,0.00706757786693598
4,Caco-2,H3K4me1,ERVL-MaLR,-0.0014084004294981848,0.48288054657291757,-0.005342381682964756,0.0025256244179353384
5,Caco-2,H3K4me1,hAT-Charlie,0.0010757795573053091,0.6140381837837465,-0.0031050925735240285,0.005256614079839266
6,Caco-2,H3K4me1,ERV1,0.0012411546167539454,0.6862405593346732,-0.00478072403427055,0.007262943252949778
7,Caco-2,H3K4me1,ERVL,0.0013730568745982548,0.66057472579367,-0.004755418673962392,0.007501429285576335
8,Caco-2,H3K4me1,TcMar-Tigger,-0.0007896840231043532,0.8038823037046922,-0.007022333770886362,0.0054430270773291696
9,Caco-2,H3K4me1,hAT-Tip100,-0.0006178031155699333,0.8867302374997023,-0.009118349149089128,0.0078828322029413
10,Caco-2,H3K4me1,CR1,-0.0014556285958883955,0.7578542509032662,-0.010709196171780094,0.007798188273871325
11,Caco-2,H3K4me1,Gypsy,0.002191469362602208,0.7838627001107743,-0.013467411939513134,0.01784927603426475
12,Caco-2,H3K4me1,hAT-Blackjack,0.0017013114177162581,0.8348526632993164,-0.01429223603551718,0.01769398854678474
13,Caco-2,H3K4me1,TcMar-Mariner,-0.0032858146424390206,0.6894741115683267,-0.019401320197338392,0.01283139782634264
14,Caco-2,H3K4me1,RTE-X,-0.012394690587463862,0.22895089383035125,-0.0325785810713301,0.007799305437160886
15,Caco-2,H3K4me1,ERVK,0.0028939071097046952,0.8059264436888289,-0.020190565721633063,0.025975296042228816
16,Caco-2,H3K4me1,TcMar-Tc2,0.036963863970040825,0.002836505770521135,0.012691242944929357,0.06119294836294792
17,Caco-2,H3K4me1,SVA,-0.00028069428343108254,0.9843549136274131,-0.0283299149669643,0.02776896808447643
18,Caco-2,H3K4me1,RTE-BovB,-0.015015840960668747,0.3094240917308241,-0.04394823331344836,0.01394171795371275
19,Caco-2,H3K4me1,tRNA-RTE,0.015422540918868508,0.33715952187295084,-0.01607453852312179,0.04688904243775242
20,Caco-2,H3K4me1,hAT-Ac,-0.034109507316676245,0.06025899176602605,-0.06961486076702694,0.001482154545857817
21,Caco-2,H3K4me1,hAT,-0.006481476946792249,0.7368158513732516,-0.04425666234077968,0.031312215964137705
22,Caco-2,H3K4me1,MULE-MuDR,0.00406285695004649,0.845494909278769,-0.03678875325079381,0.04490091079652604
23,Caco-2,H3K4me1,PiggyBac,-0.04524528365518018,0.038800537723522606,-0.08801393618326954,-0.0023101243448274294
24,Caco-2,H3K4me1,5S-Deu-L2,0.029453606637705666,0.20141698206582534,-0.015749570471371963,0.07453663273889014
25,Caco-2,H3K4me1,Helitron,-0.004795966986152917,0.8441812429095518,-0.05258020535081228,0.04301018350934713
26,Caco-2,H3K4me1,hAT-Tag1,-0.020181898937953083,0.40813909539201265,-0.06791725446263756,0.027645647307972785
27,Caco-2,H3K4me1,tRNA,-0.04720346711027089,0.06723251942610374,-0.09754478045171354,0.0033787786852003936
28,Caco-2,H3K4me1,Penelope,-0.01779952830292961,0.6490682614696364,-0.09422643885367067,0.05883595246622708
29,Caco-2,H3K4me1,TcMar-Tc1,-0.016997311933743785,0.664618045655362,-0.09360577488944236,0.0598112394873287
30,Caco-2,H3K4me1,Dong-R4,0.07342545292702095,0.12935685316203666,-0.021639059747624822,0.16717411112731612
31,Caco-2,H3K4me1,tRNA-Deu,-0.01916325969791008,0.6960512316060277,-0.11487592808968734,0.07690193732796002
32,Caco-2,H3K4me1,Kolobok,0.07263151381269425,0.17271806335370626,-0.03198246770090111,0.17567134188792322
33,Caco-2,H3K4me1,PIF-Harbinger,-0.030548934267752008,0.5695010210022777,-0.13511990060418463,0.07469507076829641
34,Caco-2,H3K4me1,Crypton,-0.02519909786338602,0.6729481964013231,-0.1413994381375242,0.0916861912059445
35,Caco-2,H3K4me1,Merlin,0.13481509775000783,0.05051155025115713,-0.0008742675281997245,0.26562988377899427
36,Caco-2,H3K4me1,TcMar,0.12084348379687557,0.08748153884478432,-0.018357176827540837,0.25544851857833994
