,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,0.0009017626619382475,0.34404702873740434,-0.0009661559232670115,0.0027696749544435973
1,Caco-2,H3K4me1,L1,-0.0006732627253698322,0.6253156225291996,-0.0033754590463201655,0.0020289434277677354
2,Caco-2,H3K4me1,MIR,0.0003780450477935595,0.785879691274045,-0.0023494103834463486,0.003105494854480114
3,Caco-2,H3K4me1,L2,-0.0011368210733515135,0.4972881369274138,-0.004419428790565041,0.0021458111437380064
4,Caco-2,H3K4me1,ERVL-MaLR,-0.0036127684871514153,0.07187373189712441,-0.007546682967903417,0.00032125781835945586
5,Caco-2,H3K4me1,hAT-Charlie,-0.0038940537052448323,0.06792403208339423,-0.0080747950477448,0.00028682376895180085
6,Caco-2,H3K4me1,ERV1,-0.004844359418448799,0.11486085246716539,-0.010865918366016915,0.001177550862785885
7,Caco-2,H3K4me1,ERVL,-0.0003009115664688572,0.923333909390365,-0.006429332493553767,0.005827531963699693
8,Caco-2,H3K4me1,TcMar-Tigger,-0.0008101238009710715,0.798913579798776,-0.0070427726018945395,0.0054225879406235725
9,Caco-2,H3K4me1,hAT-Tip100,-0.005025869002389629,0.24654221649734126,-0.013525937918221046,0.003474926243693617
10,Caco-2,H3K4me1,CR1,0.006933951061371109,0.14193687095700888,-0.002320015952339192,0.016186730580026426
11,Caco-2,H3K4me1,Gypsy,0.002590477889811613,0.7457641638836132,-0.013068478840962886,0.018248164329602252
12,Caco-2,H3K4me1,hAT-Blackjack,-0.005041412130736779,0.5367152318939047,-0.021032964875239337,0.010952719573363925
13,Caco-2,H3K4me1,TcMar-Mariner,-0.00010897352430139504,0.9894270609713626,-0.01622543455279153,0.016007544114023553
14,Caco-2,H3K4me1,RTE-X,0.012867768066403279,0.2116695525210869,-0.0073262398591734815,0.03305128480812772
15,Caco-2,H3K4me1,ERVK,-0.010649637270255306,0.3659170057815808,-0.033725076552209694,0.012437150226628673
16,Caco-2,H3K4me1,TcMar-Tc2,0.0050129904674648266,0.685716124830174,-0.019265232068695955,0.02928530465842455
17,Caco-2,H3K4me1,SVA,-0.0031156850178908836,0.8276908549405584,-0.031162472840551465,0.02493600544387022
18,Caco-2,H3K4me1,RTE-BovB,-0.023102460144466083,0.11783170091900713,-0.05202139040844796,0.005855183895235533
19,Caco-2,H3K4me1,tRNA-RTE,-0.00495621501347901,0.7577595299202532,-0.036438123607501836,0.026535521202941257
20,Caco-2,H3K4me1,hAT-Ac,-0.0056656158988639144,0.7550424740357345,-0.04123711255025802,0.029920224757683293
21,Caco-2,H3K4me1,hAT,0.024064295774929367,0.2120558018806102,-0.01373929147530463,0.06179918712199479
22,Caco-2,H3K4me1,MULE-MuDR,-0.021784768746564334,0.2960237189744833,-0.06257925587186029,0.019082390029769043
23,Caco-2,H3K4me1,PiggyBac,-0.02438621802150052,0.2655866637138229,-0.06723992203805054,0.01855729476058221
24,Caco-2,H3K4me1,5S-Deu-L2,-0.010268012688497934,0.6561164322779327,-0.05541593276092321,0.03492180994498757
25,Caco-2,H3K4me1,Helitron,0.017556483563565286,0.47180206366168964,-0.030268611851633393,0.06530137716532618
26,Caco-2,H3K4me1,hAT-Tag1,-0.01886487041607708,0.4394138847418494,-0.0666050722293335,0.028961508155919434
27,Caco-2,H3K4me1,tRNA,-0.03267929496241804,0.20528595471871872,-0.083101539883775,0.017909846064858608
28,Caco-2,H3K4me1,Penelope,-0.029575494195831022,0.44951549994527296,-0.10590162370748366,0.04709709717815032
29,Caco-2,H3K4me1,TcMar-Tc1,0.04598906319517495,0.24056823133791005,-0.03088539689013479,0.12232264223085648
30,Caco-2,H3K4me1,Dong-R4,-0.05803887193853267,0.2308328329593984,-0.15206771448536863,0.03703113418232698
31,Caco-2,H3K4me1,tRNA-Deu,-0.0011074274452239452,0.9819903917590428,-0.09701223576301626,0.09481775686800295
32,Caco-2,H3K4me1,Kolobok,0.059329139823379215,0.2655778972819402,-0.04527728049346737,0.1626485859198531
33,Caco-2,H3K4me1,PIF-Harbinger,-0.006120598911818382,0.9092908429392473,-0.11103032330524013,0.09892403102252545
34,Caco-2,H3K4me1,Crypton,0.0017458745276138085,0.9766730307782227,-0.11487511676471014,0.11831939562761369
35,Caco-2,H3K4me1,Merlin,0.012533126044927005,0.8563834248941192,-0.12274847964556324,0.1473574701764293
36,Caco-2,H3K4me1,TcMar,-0.03685752855735103,0.6034377614295747,-0.17440869996455913,0.10210457870892369
37,Caco-2,H3K4me1,L1-Tx1,-0.0327702824949817,0.7038311134819406,-0.1994335496809663,0.13573558755719686
38,Caco-2,H3K4me1,Crypton-A,0.03980446088790862,0.6517045429587176,-0.13269393732754353,0.20996247118843647
39,Caco-2,H3K4me1,I-Jockey,-0.0054582522472430735,0.9550795107104102,-0.19336281356706092,0.18283255416541616
40,Caco-2,H3K4me1,hAT-Tip100?,0.05334249084249084,0.6754883925606363,-0.19519561760664217,0.2954429198588148
41,Caco-2,H3K4me1,TcMar-Pogo,-0.18255131964809382,0.3173026817469029,-0.5017158389663594,0.18036037854249035
42,Caco-2,H3K4me1,hAT?,0.0661764705882353,0.7144410036926252,-0.283935093972974,0.400717774192668
43,Caco-2,H3K4me1,hAT-hAT19,0.14705882352941177,0.5867933937012053,-0.3785742995295686,0.6009674550471439
44,Caco-2,H3K9me3,Alu,0.00041591481636634424,0.6624184565872667,-0.001451289962945486,0.0022831166955466866
45,Caco-2,H3K9me3,L1,0.0018372668003232384,0.18254741408222602,-0.0008642410812594743,0.0045387478648032204
46,Caco-2,H3K9me3,MIR,-0.0003970589609542498,0.7753775405270782,-0.003124321114651737,0.0023302090993733895
47,Caco-2,H3K9me3,L2,-0.0011783071308938387,0.48169661203343095,-0.004460711608398091,0.0021041227374263274
48,Caco-2,H3K9me3,ERVL-MaLR,0.0002136340207744734,0.9152192876315678,-0.003719514550431634,0.004146775982301045
49,Caco-2,H3K9me3,hAT-Charlie,-0.0002584475845834855,0.903555160033404,-0.004438843315074717,0.003921957179037151
50,Caco-2,H3K9me3,ERV1,0.006739023673752027,0.028254468101280083,0.000718081574584357,0.012759477187660982
51,Caco-2,H3K9me3,ERVL,0.0011600230697086044,0.7105930246675214,-0.004967278889726578,0.00728723792684856
52,Caco-2,H3K9me3,TcMar-Tigger,-0.002260329019156166,0.4771793407681897,-0.008492396529935674,0.003971914073792298
53,Caco-2,H3K9me3,hAT-Tip100,0.002381918307321868,0.582857877211501,-0.006118331070389325,0.010881823489626422
54,Caco-2,H3K9me3,CR1,-0.0019540080869980916,0.678972889648489,-0.011207314931659334,0.0072996333897976835
55,Caco-2,H3K9me3,Gypsy,-0.004284952338190764,0.5917525440257059,-0.019942586200448257,0.011374782855284407
56,Caco-2,H3K9me3,hAT-Blackjack,-0.0005134983250398323,0.94982453615578,-0.016505978409519083,0.015479244427889604
57,Caco-2,H3K9me3,TcMar-Mariner,0.006375993955653374,0.4381618455494962,-0.009742750361028268,0.022491425674612365
58,Caco-2,H3K9me3,RTE-X,-0.0037374629717737955,0.7167579051105101,-0.023924854448204275,0.016452975269330358
59,Caco-2,H3K9me3,ERVK,-0.0024839678776244546,0.8329224861743356,-0.02555761416708085,0.020592323626350943
60,Caco-2,H3K9me3,TcMar-Tc2,0.008627850600963617,0.48605208722184756,-0.015647880253815093,0.032893415980886645
61,Caco-2,H3K9me3,SVA,-0.002574002685573887,0.8571769629796876,-0.030598333803918836,0.025454372096574675
62,Caco-2,H3K9me3,RTE-BovB,-0.004833565735638081,0.7434310118577195,-0.033766255066549344,0.02410721840918659
63,Caco-2,H3K9me3,tRNA-RTE,-0.01228305401977365,0.4445724444762851,-0.04375066048997934,0.019208900558047463
64,Caco-2,H3K9me3,hAT-Ac,-0.0025567861059333143,0.8880297717132186,-0.03813289929310514,0.03302580034411169
65,Caco-2,H3K9me3,hAT,-0.025350335898033333,0.18854700802114752,-0.06307459075655435,0.012446256914407724
66,Caco-2,H3K9me3,MULE-MuDR,0.012849363780799402,0.5376792065308238,-0.028012359539089236,0.05366821637821508
67,Caco-2,H3K9me3,PiggyBac,0.01427588240913141,0.514619770442672,-0.02866157849576893,0.057160758300162956
68,Caco-2,H3K9me3,5S-Deu-L2,-0.01759288092743102,0.44536054791345603,-0.06270698828599867,0.027592975502563444
69,Caco-2,H3K9me3,Helitron,-0.002409119738000328,0.9213293336143409,-0.050185223444673396,0.045377984466633305
70,Caco-2,H3K9me3,hAT-Tag1,0.020633557392849045,0.39772661175562507,-0.027194360648916234,0.06836722240889483
71,Caco-2,H3K9me3,tRNA,0.02210740290913024,0.39158374951892705,-0.02847666632775135,0.07257853499204373
72,Caco-2,H3K9me3,Penelope,-0.040746399409357946,0.2977540238931332,-0.11702035687532636,0.03600542375693745
73,Caco-2,H3K9me3,TcMar-Tc1,0.02572861029909707,0.5125970064270216,-0.051287555941248814,0.10244056278996913
74,Caco-2,H3K9me3,Dong-R4,0.061282071208944265,0.20576555412298586,-0.03378960913317142,0.15525462001965123
75,Caco-2,H3K9me3,tRNA-Deu,0.07998534383861165,0.10246384236554351,-0.016206612500448886,0.17471029731231288
76,Caco-2,H3K9me3,Kolobok,-0.043741671392166954,0.4119444515476137,-0.1473541422425644,0.06082040523053402
77,Caco-2,H3K9me3,PIF-Harbinger,0.10091722529574165,0.05965480543235792,-0.004374299268188739,0.20399564436778922
