,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,-0.007528554134806089,2.9512389232208603e-15,-0.009397950709801784,-0.0056591049361201275
1,Caco-2,H3K4me1,L1,0.04912133207494657,2.0282480164742015e-165,0.045612667076838975,0.05262878512758329
2,Caco-2,H3K4me1,MIR,0.00021342966528513108,0.9648562310305757,-0.00928046634009611,0.009707287196255444
3,Caco-2,H3K4me1,L2,-0.010430156135201218,0.07989878572834046,-0.022100738127917584,0.0012432680850110241
4,Caco-2,H3K4me1,ERVL-MaLR,0.04508855438926613,4.4196253287209017e-72,0.04017052989955775,0.050004394296050664
5,Caco-2,H3K4me1,hAT-Charlie,0.017000335892192683,2.3214687730017893e-08,0.011035899160429147,0.02296356296257705
6,Caco-2,H3K4me1,ERV1,-0.012369904752011386,0.00022083231943359062,-0.018932183437850428,-0.005806560347257952
7,Caco-2,H3K4me1,ERVL,0.03229306681732004,1.8741636312501357e-12,0.02330934224984056,0.041271576399330774
8,Caco-2,H3K4me1,TcMar-Tigger,-0.01812226659606047,2.4822904951810697e-06,-0.025661743185477186,-0.010580728492635298
9,Caco-2,H3K4me1,hAT-Tip100,-0.010052626069014766,0.1277123023195544,-0.022984960055950243,0.002883071640605365
10,Caco-2,H3K4me1,CR1,0.01299454643374375,0.4882602830523438,-0.023754000347911444,0.04970802366883172
11,Caco-2,H3K4me1,Gypsy,0.07474440239323885,0.003176320026623122,0.02507436293384876,0.12404631287023367
12,Caco-2,H3K4me1,hAT-Blackjack,-0.025738041730038404,0.008069577691584498,-0.04476278723259888,-0.006694634286825879
13,Caco-2,H3K4me1,TcMar-Mariner,0.01093121032469033,0.2403814750186976,-0.007318569086358778,0.029173710393811128
14,Caco-2,H3K4me1,RTE-X,-0.03542791315704463,0.31966969260298705,-0.10489816415995072,0.034386421848994604
15,Caco-2,H3K4me1,ERVK,0.09357211674913185,1.8756266920426345e-15,0.07055617304555645,0.11648848087834293
16,Caco-2,H3K4me1,TcMar-Tc2,0.00995075787121373,0.5882681291586553,-0.02607483510335974,0.04595053774705196
17,Caco-2,H3K4me1,SVA,-0.07921292891182433,3.404373288282629e-07,-0.10948087297683994,-0.04879821855453406
18,Caco-2,H3K4me1,RTE-BovB,0.012181119607113345,0.7750213034133755,-0.07127346633512638,0.09546634983858904
19,Caco-2,H3K4me1,tRNA-RTE,-0.07350932080555227,0.19971611274302029,-0.18426221882942226,0.039086913178809884
20,Caco-2,H3K4me1,hAT-Ac,-0.06952195813387888,0.03421218729526003,-0.13335625628375813,-0.0051132061542408175
21,Caco-2,H3K4me1,hAT,0.022417215504703922,0.5232899364037438,-0.04642040800149884,0.09104293326518936
22,Caco-2,H3K4me1,MULE-MuDR,-0.06424637069632962,0.004815144233869521,-0.10866850885790437,-0.019568155773532544
23,Caco-2,H3K4me1,PiggyBac,-0.061048692014636335,0.009014364847566106,-0.10662726736319653,-0.015214091788226096
24,Caco-2,H3K4me1,5S-Deu-L2,-0.06017211545410289,0.2304295598828822,-0.1575037456074709,0.038317343426435925
25,Caco-2,H3K4me1,Helitron,0.009295670653315956,0.8924613238992688,-0.12497957161400265,0.14323651986839306
26,Caco-2,H3K4me1,hAT-Tag1,0.01682205760445412,0.8458781944106324,-0.1519528219204754,0.18464372870012713
27,Caco-2,H3K4me1,tRNA,-0.10578372746647155,0.18448085089403174,-0.2576055570973718,0.05113547513607685
28,Caco-2,H3K4me1,Penelope,0.038204756889726896,0.5738785464006225,-0.0948975332670531,0.16996504902978912
29,Caco-2,H3K4me1,TcMar-Tc1,0.11898615487748837,0.04362736804483825,0.0030440446070632617,0.23177170801789634
30,Caco-2,H3K4me1,Dong-R4,-0.07073324479843321,0.6863800521993806,-0.395042200360542,0.26925228881724
31,Caco-2,H3K4me1,tRNA-Deu,-0.2990095777277664,0.006356350175323731,-0.48829548212510376,-0.08285308202932348
32,Caco-2,H3K4me1,Kolobok,0.008897089725872536,0.9421594142443935,-0.228268801618179,0.2450662276837911
33,Caco-2,H3K4me1,PIF-Harbinger,0.04696897000755178,0.6850117325986714,-0.17901341519394043,0.26824367939755345
34,Caco-2,H3K4me1,Crypton,-0.03797857619333402,0.6909531079901744,-0.22203444259267802,0.14869076429462108
35,Caco-2,H3K4me1,Merlin,-0.011182094090866663,0.9181262565790502,-0.22131541323845502,0.19994352576943608
36,Caco-2,H3K4me1,TcMar,0.2674974413084242,0.05281586216126781,-0.007928992730148085,0.5051987581575634
37,Caco-2,H3K4me1,L1-Tx1,-0.08571428571428573,0.8717434402332361,-0.839532418490182,0.7809250413519363
38,Caco-2,H3K4me1,Crypton-A,-0.22994377308272257,0.09438761336155574,-0.47164520614957317,0.04389568679389418
39,Caco-2,H3K4me1,I-Jockey,0.06846846846846848,0.6915305977233677,-0.2664232350353866,0.3886096538262307
40,Caco-2,H3K4me1,hAT-Tip100?,0.09090909090909091,0.7903727377532903,-0.5393378602028933,0.655876704139862
41,Caco-2,H3K4me1,TcMar-Pogo,0.05454545454545454,0.8810361811618526,-0.5958887372767924,0.6617649308261221
42,Caco-2,H3K4me1,hAT?,-0.3379310344827586,0.07298386509258921,-0.6333300499504162,0.043419745671732304
43,Caco-2,H3K4me1,hAT-hAT19,0.20979020979020982,0.5128409431818263,-0.41985732736902026,0.7031088856274172
44,Caco-2,H3K9me3,Alu,-0.06502569961772867,0.0,-0.06688833154246342,-0.06316261446678642
