,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,-0.0075052235207435395,3.4027901257395585e-15,-0.00937303499907568,-0.00563735967075048
1,Caco-2,H3K4me1,L1,0.03702020587627764,6.327697009915057e-159,0.03432051251024527,0.03971935897786067
2,Caco-2,H3K4me1,MIR,-0.021462875126592666,1.1098933733100182e-53,-0.024189225946266598,-0.01873620505587147
3,Caco-2,H3K4me1,L2,-0.03531146162466815,9.822394249372415e-99,-0.03859063328449783,-0.03203152943445924
4,Caco-2,H3K4me1,ERVL-MaLR,0.04899713904397464,9.178123878971894e-132,0.04506946234516392,0.05292330096638733
5,Caco-2,H3K4me1,hAT-Charlie,0.0068149168785097925,0.001399182292434132,0.0026340864326483454,0.010995509086340262
6,Caco-2,H3K4me1,ERV1,-0.03281780008072415,1.2071531312546445e-26,-0.03883358531913758,-0.026799636010164732
7,Caco-2,H3K4me1,ERVL,-0.008386523872660909,0.007314949044410038,-0.014514318278175035,-0.0022580995324289394
8,Caco-2,H3K4me1,TcMar-Tigger,0.027788950267077377,2.3256780632358184e-18,0.021558798514510986,0.03401694385575149
9,Caco-2,H3K4me1,hAT-Tip100,-0.0027600236945930813,0.5245406524649406,-0.011260368802353362,0.005740720290731713
10,Caco-2,H3K4me1,CR1,-0.0358461638006456,3.0875548042438233e-14,-0.04508788181235386,-0.02659831064546795
11,Caco-2,H3K4me1,Gypsy,-0.00275079799837754,0.7306238861056122,-0.018408435076728374,0.012908187986448752
12,Caco-2,H3K4me1,hAT-Blackjack,-0.032265628173539104,7.656066070667867e-05,-0.04823803772149041,-0.01627672137027326
13,Caco-2,H3K4me1,TcMar-Mariner,0.03323681553589401,5.280718037637874e-05,0.017125052281293462,0.04933132239154742
14,Caco-2,H3K4me1,RTE-X,-0.03627411187807749,0.0004284698382689899,-0.05643067518789319,-0.01608799105010303
15,Caco-2,H3K4me1,ERVK,0.0938099393523763,1.4422844530679592e-15,0.07082986636493936,0.11669048657998778
16,Caco-2,H3K4me1,TcMar-Tc2,-0.017738960403851464,0.15211879967705288,-0.04199850782241752,0.00654149125057075
17,Caco-2,H3K4me1,SVA,-0.08232561484633931,8.356956699805817e-09,-0.11016769085491658,-0.054354437484661976
18,Caco-2,H3K4me1,RTE-BovB,-0.014548253137311425,0.32473386433110685,-0.043481337162487255,0.014409213940332436
19,Caco-2,H3K4me1,tRNA-RTE,-0.036929004744223566,0.021513206269054598,-0.0683476313373024,-0.00543720108309956
20,Caco-2,H3K4me1,hAT-Ac,-0.037071783084231855,0.041134067278382404,-0.07256776958518256,-0.0014820025307913278
21,Caco-2,H3K4me1,hAT,-0.005544246135882908,0.7737482454887867,-0.04332108850196425,0.03224842762284905
22,Caco-2,H3K4me1,MULE-MuDR,-0.02985288279128293,0.15209552686078315,-0.07062117752638579,0.011014977225828065
23,Caco-2,H3K4me1,PiggyBac,-0.04961418528396997,0.023448104519796845,-0.09236148269936814,-0.006684341079567701
24,Caco-2,H3K4me1,5S-Deu-L2,0.018828367888164953,0.4141801930420326,-0.026370496045449037,0.06395040499840673
25,Caco-2,H3K4me1,Helitron,-0.024023352925647442,0.3247910871854157,-0.07174386516976682,0.023806888464615674
26,Caco-2,H3K4me1,hAT-Tag1,-0.08653118147391886,0.0003810660047382507,-0.13386178259993273,-0.038806713137719134
27,Caco-2,H3K4me1,tRNA,-0.006201457344363395,0.8100947585725109,-0.05673023897773118,0.044359011964499394
28,Caco-2,H3K4me1,Penelope,0.047368710051561624,0.2256665719376946,-0.029329729129850123,0.12351262713585112
29,Caco-2,H3K4me1,TcMar-Tc1,0.12997723549679174,0.000870990567300469,0.05346554442298106,0.2049716878425374
30,Caco-2,H3K4me1,Dong-R4,-0.05088606363705574,0.29356139576212287,-0.14503384562599098,0.04417492123031311
31,Caco-2,H3K4me1,tRNA-Deu,0.03897109474709813,0.4267985754136867,-0.05719404296984351,0.1344197261047674
