,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,-0.007413975641652614,1.0866234854084272e-14,-0.009294050672228013,-0.005533848194640503
1,Caco-2,H3K4me1,L1,0.04669141296523882,6.348166364062293e-113,0.04264279430894639,0.05073849819113333
2,Caco-2,H3K4me1,MIR,0.001856248955014882,0.8371327008959446,-0.01584147946379466,0.019552814656259195
3,Caco-2,H3K4me1,L2,-0.004925949560239857,0.6117820870590674,-0.02394492477554993,0.014096590052354361
4,Caco-2,H3K4me1,ERVL-MaLR,0.0423234837230284,3.7104372326603527e-44,0.03637593886356899,0.04826803047970937
5,Caco-2,H3K4me1,hAT-Charlie,0.047667791508204244,1.270466899519263e-29,0.039408275498650856,0.05592079409088141
6,Caco-2,H3K4me1,ERV1,-0.014110412217185692,9.869188444930166e-05,-0.02121147103587818,-0.007007929793663152
7,Caco-2,H3K4me1,ERVL,0.05146004522484599,3.3412204747921778e-18,0.039874820531613994,0.06303143610888327
8,Caco-2,H3K4me1,TcMar-Tigger,-0.03404528787922078,6.147481902987752e-17,-0.04201786471464612,-0.026068375693383966
9,Caco-2,H3K4me1,hAT-Tip100,-0.00707438724686886,0.48976865081687915,-0.027144164009623332,0.013001090488978174
10,Caco-2,H3K4me1,CR1,-0.0014806529421856403,0.9597889879034381,-0.058983484891099544,0.05603197247788977
11,Caco-2,H3K4me1,Gypsy,0.11435030897465394,0.011646185827795552,0.025374714387232447,0.2015284319600032
12,Caco-2,H3K4me1,hAT-Blackjack,-0.013273864343998574,0.28993804769935416,-0.03784378335868879,0.01131209431636182
13,Caco-2,H3K4me1,TcMar-Mariner,-0.0014928353724296757,0.8783787074751006,-0.02061084522459924,0.01762626580204845
14,Caco-2,H3K4me1,RTE-X,-0.01606876654648785,0.7539279307039786,-0.11609483602111706,0.08427996638712415
15,Caco-2,H3K4me1,ERVK,0.09428002332937574,1.4487547006056462e-15,0.07118375968381668,0.11727524389694262
16,Caco-2,H3K4me1,TcMar-Tc2,0.015431054134773968,0.6091839083014792,-0.043719244030828046,0.07447354439188225
17,Caco-2,H3K4me1,SVA,-0.08728610380184806,2.458419880597506e-07,-0.1202029604336925,-0.05417753247613597
18,Caco-2,H3K4me1,RTE-BovB,-0.058006219962651394,0.3719616398834167,-0.18365384937920887,0.06950639624526812
19,Caco-2,H3K4me1,tRNA-RTE,0.0327017634944189,0.72979086454499,-0.15217656617699551,0.21536897243658948
20,Caco-2,H3K4me1,hAT-Ac,-0.01705155779989094,0.7627009610795054,-0.12715298739648787,0.09346496010424785
21,Caco-2,H3K4me1,hAT,0.07225985963572375,0.15978302053976623,-0.02868107206757483,0.17174193389952375
22,Caco-2,H3K4me1,MULE-MuDR,-0.09025769342343028,0.00044353217978283424,-0.14014974583043496,-0.03990845711190145
23,Caco-2,H3K4me1,PiggyBac,-0.05833887219844345,0.018933903486212104,-0.10680872525500272,-0.009592399168196646
24,Caco-2,H3K4me1,5S-Deu-L2,-0.01180243519626642,0.8669432227000726,-0.14893685627431646,0.1257773993869556
25,Caco-2,H3K4me1,Helitron,0.04499932163104665,0.761356232058058,-0.24237171950934333,0.32511113048803775
26,Caco-2,H3K4me1,hAT-Tag1,0.2803630613709941,0.04860130192846281,-0.003377901355280208,0.5223237688191741
27,Caco-2,H3K4me1,tRNA,-0.05563260136784511,0.6547671936093167,-0.2921132366767675,0.18725885122325575
28,Caco-2,H3K4me1,Penelope,0.01747431552175241,0.8497539354475825,-0.16228875673361617,0.19611474127225378
29,Caco-2,H3K4me1,TcMar-Tc1,0.0006390514717488033,0.9939347132487553,-0.1629539249736498,0.16419782961665402
30,Caco-2,H3K4me1,Dong-R4,-0.309090909090909,0.3848412302612835,-0.7923906719567081,0.41260262985665347
31,Caco-2,H3K4me1,tRNA-Deu,-0.3414140396092645,0.03340844898682294,-0.5990969232982917,-0.019644694077012075
32,Caco-2,H3K4me1,Kolobok,-0.08695652173913042,0.6861953252985288,-0.47436177263465834,0.3286644730216406
33,Caco-2,H3K4me1,PIF-Harbinger,-0.013679890560875513,0.9471180120778688,-0.3989340669950391,0.37567908057460675
34,Caco-2,H3K4me1,Crypton,-0.1366811411449179,0.382129498154104,-0.42098078037397824,0.17207049212855902
35,Caco-2,H3K4me1,Merlin,-0.007541451124851639,0.9564212701545862,-0.27229742187321215,0.25827606601218167
36,Caco-2,H3K4me1,TcMar,0.27260007143514153,0.3070351709109748,-0.2672801252082728,0.6822297235333369
37,Caco-2,H3K4me1,L1-Tx1,,,,
38,Caco-2,H3K4me1,Crypton-A,0.32689349084362995,0.1031017866500318,-0.07993948734646582,0.6403711347354791
39,Caco-2,H3K4me1,I-Jockey,-0.32107843137254904,0.208898183250939,-0.7013752510306099,0.20150824706908246
40,Caco-2,H3K4me1,hAT-Tip100?,,,,
41,Caco-2,H3K4me1,TcMar-Pogo,,,,
42,Caco-2,H3K4me1,hAT?,-0.2411764705882353,0.36820660804263405,-0.6626183746983176,0.2962660669272803
43,Caco-2,H3K4me1,hAT-hAT19,0.42857142857142866,0.337368311085824,-0.5123031661199332,0.9018678327197565
44,Caco-2,H3K9me3,Alu,-0.06552426696128107,0.0,-0.06739746641120072,-0.06365060558162512
45,Caco-2,H3K9me3,L1,-0.14983303168650447,0.0,-0.1538146867408055,-0.14584651081006175
46,Caco-2,H3K9me3,MIR,0.010807564706214084,0.23133738671240098,-0.006890741267207661,0.02849910197067692
47,Caco-2,H3K9me3,L2,-0.003061771350225229,0.7523787447754553,-0.02207894704376897,0.015957619219422438
48,Caco-2,H3K9me3,ERVL-MaLR,-0.15465243183098207,0.0,-0.16049201976904234,-0.14880201786939465
49,Caco-2,H3K9me3,hAT-Charlie,-0.0549718655767416,7.48204596641551e-39,-0.0632194913620121,-0.04671673155518171
50,Caco-2,H3K9me3,ERV1,-0.07279607245801664,5.420239319784935e-90,-0.07986644619677873,-0.06571837418655384
51,Caco-2,H3K9me3,ERVL,-0.077582740904092,2.2500758913626798e-39,-0.08911899592235026,-0.0660256731306817
52,Caco-2,H3K9me3,TcMar-Tigger,0.022614692988147084,2.789680943286831e-08,0.014635092165521219,0.030591413439995538
53,Caco-2,H3K9me3,hAT-Tip100,0.02541380363024232,0.013067452239862005,0.0053430670386126105,0.045464072770458164
54,Caco-2,H3K9me3,CR1,0.031502386297519926,0.28370119749328876,-0.026116622552967143,0.08891277276102819
55,Caco-2,H3K9me3,Gypsy,-0.02696271361151778,0.5531937351350749,-0.11564716410625234,0.062148206250962214
56,Caco-2,H3K9me3,hAT-Blackjack,-0.002377010345791763,0.8496668210581122,-0.02695085825356509,0.02219970874312462
57,Caco-2,H3K9me3,TcMar-Mariner,0.005848653418937926,0.5489351326789925,-0.013277042409711183,0.0249700712742349
58,Caco-2,H3K9me3,RTE-X,-0.042688815350674494,0.40479640607871614,-0.1423316156480144,0.05781052044436187
59,Caco-2,H3K9me3,ERVK,0.08194627328939674,4.0264791497314655e-12,0.058828285663893906,0.10497641288879844
60,Caco-2,H3K9me3,TcMar-Tc2,0.0436997053898245,0.1475054012129074,-0.015475341778352823,0.10256970238143095
61,Caco-2,H3K9me3,SVA,-0.16639279808265126,4.177461760325911e-23,-0.19868213566615367,-0.13374263037725131
62,Caco-2,H3K9me3,RTE-BovB,-0.15005168649988984,0.020301122565982613,-0.2724350709741289,-0.022890387044136932
63,Caco-2,H3K9me3,tRNA-RTE,-0.027590340961602868,0.7707506101121077,-0.21047115908325922,0.15715626565927232
64,Caco-2,H3K9me3,hAT-Ac,0.10491272661086423,0.06250135841390189,-0.005787869385538624,0.2130730361537065
65,Caco-2,H3K9me3,hAT,0.02017970134066178,0.6949704581622305,-0.08059592327192977,0.12054694159369199
66,Caco-2,H3K9me3,MULE-MuDR,-0.011692275135890771,0.64962217180988,-0.06206955139240647,0.03874442619802855
67,Caco-2,H3K9me3,PiggyBac,-0.003817606120984592,0.8780491848241467,-0.052540395113005074,0.044923315188650385
68,Caco-2,H3K9me3,5S-Deu-L2,-0.11938135990187204,0.08899617315935146,-0.25307010677719927,0.018781284816038895
69,Caco-2,H3K9me3,Helitron,0.1099199352266218,0.4570389374311107,-0.18068384388070607,0.3828725159523096
70,Caco-2,H3K9me3,hAT-Tag1,0.09244585356957238,0.5231308237723834,-0.19139973888602854,0.36202195415725846
71,Caco-2,H3K9me3,tRNA,-0.06838340204003056,0.5824203282045146,-0.30386476648907446,0.17497230728677732
72,Caco-2,H3K9me3,Penelope,0.037209318524558235,0.6865943792344742,-0.1430470814287918,0.2150764235923864
73,Caco-2,H3K9me3,TcMar-Tc1,0.0454289231772121,0.588731503876255,-0.11911546779140303,0.20754464766021202
74,Caco-2,H3K9me3,Dong-R4,-0.406060606060606,0.24428229408662638,-0.834146128563154,0.3273378642565456
75,Caco-2,H3K9me3,tRNA-Deu,-0.23776506938694403,0.14497073198651197,-0.5180341767517527,0.0886082812664961
76,Caco-2,H3K9me3,Kolobok,0.06434782608695652,0.7651539392008924,-0.3484731863914922,0.4562606167525893
77,Caco-2,H3K9me3,PIF-Harbinger,0.12380300957592337,0.5468063069541448,-0.27826671568473066,0.48895428593893453
78,Caco-2,H3K9me3,Crypton,-0.06207287183487431,0.692528158063287,-0.35604435496296344,0.24307827209270474
79,Caco-2,H3K9me3,Merlin,-0.2708788210251734,0.045465873243976745,-0.5039233185569183,-0.0010729784169312816
80,Caco-2,H3K9me3,TcMar,-0.23259897399628923,0.38599437307576867,-0.6571807837335418,0.3040392106276718
81,Caco-2,H3K9me3,L1-Tx1,,,,
82,Caco-2,H3K9me3,Crypton-A,0.5631732002295591,0.002739475326896562,0.19504335038977003,0.7922186738170992
83,Caco-2,H3K9me3,I-Jockey,0.4460784313725491,0.07269184178908122,-0.06935764347511757,0.7735297452772372
84,Caco-2,H3K9me3,hAT-Tip100?,,,,
85,Caco-2,H3K9me3,TcMar-Pogo,,,,
86,Caco-2,H3K9me3,hAT?,-0.45,0.0802957365433964,-0.7838015365417142,0.08554250017516149
87,Caco-2,H3K9me3,hAT-hAT19,0.7142857142857144,0.07134356146753759,-0.19930355053570323,0.9635845328961802
88,SJCRH30,H3K27ac,Alu,0.009888503953453018,5.7369101143489235e-25,0.008010503480936371,0.01176643467049175
89,SJCRH30,H3K27ac,L1,-0.0020407343140805157,0.32343875736563954,-0.0060914149511708295,0.002010013293188757
90,SJCRH30,H3K27ac,MIR,0.007774349717720305,0.38899512779001755,-0.00991438234779573,0.025458217775155133
91,SJCRH30,H3K27ac,L2,-0.010183084109064029,0.29387869230336283,-0.029190971939780826,0.008832165627471765
92,SJCRH30,H3K27ac,ERVL-MaLR,0.005892010971640041,0.05211115018262858,-5.3894835910278424e-05,0.011837500184011035
93,SJCRH30,H3K27ac,hAT-Charlie,-0.007366959746508985,0.08065161970089264,-0.015631482131491573,0.0008985691767006169
94,SJCRH30,H3K27ac,ERV1,0.014620934189827765,5.238234453752789e-05,0.007536162531525873,0.02170423807240974
95,SJCRH30,H3K27ac,ERVL,-0.0012968042545933632,0.8263805218990502,-0.012883783817904263,0.010290523532706661
96,SJCRH30,H3K27ac,TcMar-Tigger,0.0194797554865725,1.6863634297305042e-06,0.011505777275808699,0.027451256312551593
97,SJCRH30,H3K27ac,hAT-Tip100,-0.005683792629967347,0.5787573423048243,-0.025743879856406814,0.01438087018469504
98,SJCRH30,H3K27ac,CR1,-0.02079930348932991,0.4781765138793135,-0.07814584239868522,0.03668442427912851
99,SJCRH30,H3K27ac,Gypsy,-0.08292869095994113,0.06775444763498548,-0.17076470399201416,0.006214982496493926
100,SJCRH30,H3K27ac,hAT-Blackjack,-0.0039326239762945,0.7537392398018186,-0.028495699978160906,0.020635198471653775
101,SJCRH30,H3K27ac,TcMar-Mariner,0.02056568398423649,0.034924414721479474,0.0014538288678018604,0.03966252078745765
102,SJCRH30,H3K27ac,RTE-X,0.04325636233847331,0.39795429109201486,-0.057113362555594314,0.14276044783968028
103,SJCRH30,H3K27ac,ERVK,0.010268759599760055,0.3840721800705674,-0.012854885685946973,0.03338142746858828
104,SJCRH30,H3K27ac,TcMar-Tc2,0.03886689446664337,0.19730657440154944,-0.020255086972814102,0.09771800023421762
105,SJCRH30,H3K27ac,SVA,0.01696981417720421,0.3167208353698932,-0.016254017981239967,0.050156214421424046
106,SJCRH30,H3K27ac,RTE-BovB,-0.10846471782240298,0.09433283899124921,-0.23251878486453717,0.019062075254017388
107,SJCRH30,H3K27ac,tRNA-RTE,-0.050356827536055256,0.5946732501508751,-0.2322334069322269,0.13492222051492145
108,SJCRH30,H3K27ac,hAT-Ac,-0.017527155208058476,0.7559121932956487,-0.1274477653594962,0.0928187695455669
109,SJCRH30,H3K27ac,hAT,0.07774479579839652,0.1303246890507344,-0.02318953661758283,0.17711018108246177
110,SJCRH30,H3K27ac,MULE-MuDR,0.02642257028496644,0.3042149868603981,-0.023996981304911503,0.07670804622489884
111,SJCRH30,H3K27ac,PiggyBac,0.036833228691978734,0.13788891534077577,-0.01184672885289893,0.08533900433379543
112,SJCRH30,H3K27ac,5S-Deu-L2,-0.06532508999852185,0.3532584014667164,-0.20103494842779893,0.07284509645366948
113,SJCRH30,H3K27ac,Helitron,-0.02714072474731402,0.854708953203351,-0.30894202030960183,0.25904140648566465
114,SJCRH30,H3K27ac,hAT-Tag1,0.1237093604131005,0.3920382584004519,-0.1612166484206562,0.3895998272372973
115,SJCRH30,H3K27ac,tRNA,-0.018377914583854144,0.8826496097921028,-0.2574693300028648,0.22283398800168458
116,SJCRH30,H3K27ac,Penelope,0.01044145172629289,0.910649894894052,-0.17064480615873814,0.19084541835110805
117,SJCRH30,H3K27ac,TcMar-Tc1,0.03512572539212998,0.6759733621891553,-0.1292425601015994,0.19761540672437242
118,SJCRH30,H3K27ac,Dong-R4,0.09090909090909088,0.8027717312071619,-0.5724536939801883,0.6823436664899024
119,SJCRH30,H3K27ac,tRNA-Deu,0.009210992470928865,0.9556188670807501,-0.30720512247450316,0.3237932478013731
120,SJCRH30,H3K27ac,Kolobok,-0.2843478260869565,0.17809498095312237,-0.6222478443338758,0.14286864363602236
121,SJCRH30,H3K27ac,PIF-Harbinger,0.3146374829001368,0.11746522338175784,-0.09272184615927619,0.6317704975214732
122,SJCRH30,H3K27ac,Crypton,-0.06698131060527192,0.6695519816222282,-0.3603835768950569,0.2384812507773911
123,SJCRH30,H3K27ac,Merlin,-0.050228229501404216,0.7157261571990882,-0.3115309431780001,0.2181367603863013
124,SJCRH30,H3K27ac,TcMar,-0.28593377058142566,0.2830129407395859,-0.6904044215125209,0.25472893767959576
125,SJCRH30,H3K27ac,L1-Tx1,,,,
126,SJCRH30,H3K27ac,Crypton-A,0.13814327437324944,0.5009534463298801,-0.26510710894969036,0.5002639314735379
127,SJCRH30,H3K27ac,I-Jockey,-0.3186274509803922,0.2125915923704279,-0.6998832422700759,0.20393431255778205
128,SJCRH30,H3K27ac,hAT-Tip100?,,,,
129,SJCRH30,H3K27ac,TcMar-Pogo,,,,
130,SJCRH30,H3K27ac,hAT?,-0.17058823529411765,0.527609768861268,-0.6167910400470383,0.3585876165402646
131,SJCRH30,H3K27ac,hAT-hAT19,-0.3214285714285715,0.4820720382996776,-0.8712427920388156,0.5861205612893257
132,SJCRH30,H3K4me1,Alu,0.027397277646357868,1.290942509172679e-179,0.025518848093483062,0.029275513731470845
133,SJCRH30,H3K4me1,L1,0.04621809214236955,7.586554230760239e-111,0.04217238514716699,0.05026228349489244
134,SJCRH30,H3K4me1,MIR,0.001363710770654855,0.8799466788301507,-0.01633172047487369,0.019058288022976346
135,SJCRH30,H3K4me1,L2,-0.00046641052518780834,0.9616543739832026,-0.01947839121637048,0.018545907345263048
136,SJCRH30,H3K4me1,ERVL-MaLR,0.043772273597288004,3.301320338737447e-47,0.03783151095450075,0.04970994224106039
137,SJCRH30,H3K4me1,hAT-Charlie,0.037224709075117844,1.0827492661586409e-18,0.028961870848285665,0.04548246038593339
138,SJCRH30,H3K4me1,ERV1,0.04092914725388945,1.0655995816534615e-29,0.03384550125634113,0.048008681258581085
139,SJCRH30,H3K4me1,ERVL,0.01619446648754235,0.0061692195962454646,0.004604364101584599,0.027780218544957314
140,SJCRH30,H3K4me1,TcMar-Tigger,-0.009011229851217223,0.026841791648298714,-0.016988152312554582,-0.00103316033943742
141,SJCRH30,H3K4me1,hAT-Tip100,-0.005081702922208552,0.6197315060199268,-0.02514843826932082,0.014989125903400851
142,SJCRH30,H3K4me1,CR1,-0.03840516160684851,0.19022129211909572,-0.09564893673781885,0.019091796070533667
143,SJCRH30,H3K4me1,Gypsy,-0.00040963629531146246,0.9928132755725181,-0.08935215357159165,0.08853936253251697
144,SJCRH30,H3K4me1,hAT-Blackjack,-0.020592342924360907,0.10057288979604241,-0.04514941411428333,0.003989600381807436
145,SJCRH30,H3K4me1,TcMar-Mariner,-0.0014592176041906572,0.8811475042031263,-0.0205854321841338,0.01766806463648728
146,SJCRH30,H3K4me1,RTE-X,0.04763994047242813,0.3518361668748239,-0.05274393151638438,0.14707063796351977
147,SJCRH30,H3K4me1,ERVK,0.012501582085189896,0.28995634828932465,-0.010654628637810125,0.035644391523728926
148,SJCRH30,H3K4me1,TcMar-Tc2,0.04427350774864716,0.14225743231901705,-0.014901305941548676,0.10313927357905767
149,SJCRH30,H3K4me1,SVA,0.043598453409701275,0.010018348942060582,0.010409301231291232,0.07669165176490532
150,SJCRH30,H3K4me1,RTE-BovB,-0.10394610541106468,0.10895942482834266,-0.22816219405787694,0.02359964451622503
151,SJCRH30,H3K4me1,tRNA-RTE,0.08231555154233695,0.38180349607802977,-0.10264760054032156,0.2617767073043949
152,SJCRH30,H3K4me1,hAT-Ac,-0.022349642921526244,0.6927401467380021,-0.132543874195344,0.08839032210275484
153,SJCRH30,H3K4me1,hAT,0.009283637988618278,0.856854957833106,-0.09140570230981407,0.10978507197098747
154,SJCRH30,H3K4me1,MULE-MuDR,-0.06053491836228576,0.01845218705994983,-0.11060563955196949,-0.010157684449661022
155,SJCRH30,H3K4me1,PiggyBac,-0.010912009629144626,0.6605563175271452,-0.059554069202796954,0.03778174770068542
156,SJCRH30,H3K4me1,5S-Deu-L2,0.023264204857794207,0.7411867191763415,-0.11449126939326836,0.16014188065512622
157,SJCRH30,H3K4me1,Helitron,0.02442665227258262,0.8691042520909283,-0.26156373454526277,0.30647404009195767
158,SJCRH30,H3K4me1,hAT-Tag1,0.28146760923182534,0.047684243756594046,-0.0022222348400346655,0.523226833816292
159,SJCRH30,H3K4me1,tRNA,0.055333286798075504,0.6565077034744526,-0.1875465843654506,0.29183673359276885
160,SJCRH30,H3K4me1,Penelope,0.14204440085962597,0.1265855063248546,-0.04145583136958566,0.3162749023738765
161,SJCRH30,H3K4me1,TcMar-Tc1,0.10246326223288126,0.22168408460029215,-0.06258538027439521,0.2620567273768852
162,SJCRH30,H3K4me1,Dong-R4,-0.13939393939393938,0.7009318849100584,-0.7087631193650707,0.5399458372358616
163,SJCRH30,H3K4me1,tRNA-Deu,0.1774381296872341,0.27985206902957277,-0.14877307417617885,0.46882096618645963
164,SJCRH30,H3K4me1,Kolobok,-0.19391304347826085,0.3639188559293709,-0.5567432335290082,0.23105263231016965
165,SJCRH30,H3K4me1,PIF-Harbinger,0.49452804377564974,0.010224324773348229,0.10865904427442472,0.75088606466585
166,SJCRH30,H3K4me1,Crypton,-0.21498961814341502,0.16620843635930668,-0.4867977119634678,0.09477572458105765
167,SJCRH30,H3K4me1,Merlin,-0.007505367626646607,0.9566295807396643,-0.27226397744122005,0.25830970966739525
168,SJCRH30,H3K4me1,TcMar,-0.4207522841716315,0.10461797876761815,-0.768130010587654,0.11798679554471468
169,SJCRH30,H3K4me1,L1-Tx1,,,,
