,cell_line,modification,individual_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,AluSx,0.0009471644661757195,0.6088972156639032,-0.002681123639849407,0.0045754276345047985
1,Caco-2,H3K4me1,AluJb,-9.236249553726199e-05,0.9636140109835747,-0.0040605941624170284,0.003875872080183708
2,Caco-2,H3K4me1,MIRb,-0.0006266869238774587,0.7790692145185597,-0.00500505708549356,0.003751707265213611
3,Caco-2,H3K4me1,MIR,-0.0037961556514381485,0.1415371710315128,-0.008857122506010728,0.001265005678205826
4,Caco-2,H3K4me1,AluY,-0.0028775113860044672,0.3549834366887512,-0.008974641769545972,0.0032198329497812738
5,Caco-2,H3K4me1,L2a,-0.004726850310103163,0.13192969125266613,-0.010876050198367663,0.0014227070764916557
6,Caco-2,H3K4me1,L2c,0.000746596849304703,0.8302340457567123,-0.006078412978514689,0.007571537123698109
7,Caco-2,H3K4me1,MIRc,-0.00036024995258497237,0.9198415626847658,-0.007376474105243707,0.006656009668595677
8,Caco-2,H3K4me1,MIR3,-0.0016889100012974843,0.6427641289792683,-0.008825272381298998,0.00544762440783727
9,Caco-2,H3K4me1,L2b,0.003357510971569904,0.36909175905680647,-0.003969150016482348,0.010683811511174863
10,Caco-2,H3K4me1,AluSx1,-0.005407130440770312,0.21401218638038608,-0.013935103404138314,0.0031216290995643493
11,Caco-2,H3K4me1,AluSz,0.008262693667882263,0.07508012574922218,-0.00083568755338158,0.017359707020922325
12,Caco-2,H3K4me1,L2,0.002720897305831742,0.5778240724648559,-0.006860805215567074,0.012302100243733315
13,Caco-2,H3K4me1,AluSp,-0.005654991195274493,0.26973763342689494,-0.015696491976052645,0.004387650156692055
14,Caco-2,H3K4me1,L2d2,0.0027952505172046584,0.6015566754613716,-0.0076968089947646355,0.013286694639587766
15,Caco-2,H3K4me1,AluSg,-0.008020270586141732,0.14457822364884432,-0.01879312976372456,0.0027544506098794064
16,Caco-2,H3K4me1,FLAM_C,0.0014929076381325608,0.7919409278561271,-0.009599181233614544,0.012584629163129928
17,Caco-2,H3K4me1,L1M5,0.0038572824870914324,0.5833279507082547,-0.009925178777691659,0.017638278456127244
18,Caco-2,H3K4me1,MER5A,0.001095837678271603,0.8493271236535843,-0.01020949732733812,0.012400892571144054
19,Caco-2,H3K4me1,AluSz6,0.002200516774393445,0.7031668697489883,-0.009117928051713272,0.013518397821798145
20,Caco-2,H3K4me1,L3,-0.006276085972432653,0.29185275007679384,-0.01794453108055286,0.005394068464359457
21,Caco-2,H3K4me1,AluSq2,-0.0029406749124599434,0.617137400466469,-0.014469097843875945,0.008588529736783918
22,Caco-2,H3K4me1,AluSc,-0.0015057684654395356,0.8196261192653893,-0.014447538343678847,0.01143650583413956
23,Caco-2,H3K4me1,L2d,0.012625333096031553,0.0651266244387781,-0.0007917047406680687,0.02603782620125135
24,Caco-2,H3K4me1,MER5B,0.005013016951660891,0.45635408158629653,-0.008177852000102787,0.01820214157016983
25,Caco-2,H3K4me1,L1ME4a,-0.010988141475730994,0.12428554399016967,-0.02499605815236378,0.003024089274083763
26,Caco-2,H3K4me1,AluSx3,0.005420126020619356,0.45458303565131164,-0.00878606708744826,0.01962413166582349
27,Caco-2,H3K4me1,AluSc8,-0.006319841950889846,0.39009284656749466,-0.020729768663595608,0.008092709924455096
28,Caco-2,H3K4me1,THE1B,0.008605470282035938,0.24140257826472766,-0.005792402814337442,0.02299977619173658
29,Caco-2,H3K4me1,MLT1A0,-0.013589915767480424,0.08672712555125543,-0.029134085817788258,0.001960825496820203
30,Caco-2,H3K4me1,MER20,0.013298922030478227,0.10031872410938553,-0.0025634751030627584,0.029154628369928673
31,Caco-2,H3K4me1,AluJo,0.003858594609083535,0.640662949503412,-0.012343296297410532,0.020058459966717807
32,Caco-2,H3K4me1,L1ME4b,-0.012896101599786994,0.12890382430553177,-0.029535883449994693,0.0037508259111383676
33,Caco-2,H3K4me1,MSTA,0.0011955207214377132,0.8858206977021552,-0.015121639832543355,0.01751204468521039
34,Caco-2,H3K4me1,FRAM,-0.007066716838844979,0.4058105006047784,-0.023724589445071463,0.009595078698757396
35,Caco-2,H3K4me1,AluJr,0.0028563774470106926,0.736483147051715,-0.013779546121922297,0.019490720125788966
36,Caco-2,H3K4me1,AluSq,-0.010815633547118661,0.20112052542616246,-0.02739277468880853,0.005767454729795592
37,Caco-2,H3K4me1,L1ME3G,-0.002644574392345475,0.7631575406894908,-0.019843277516624656,0.014555693391031221
38,Caco-2,H3K4me1,MER5A1,-0.002162862803296974,0.7984096017721057,-0.018758632985645042,0.01443409885972385
39,Caco-2,H3K4me1,MLT1D,-0.007352589720866745,0.384233892508805,-0.02391074084486398,0.009209594357019485
40,Caco-2,H3K4me1,L1ME1,-0.0010565466630002235,0.9007845690259165,-0.01766517458072892,0.015552664165279931
41,Caco-2,H3K4me1,L1MC4,0.011666007895911209,0.17479906284875393,-0.005185207566568533,0.02851059962120918
42,Caco-2,H3K4me1,MIR1_Amn,-0.0010730324746602753,0.9042327360638318,-0.01855108958160752,0.016405680242876624
43,Caco-2,H3K4me1,MLT1K,0.01201609619372876,0.18216043600614423,-0.005637654448441889,0.029662359180685348
44,Caco-2,H3K4me1,MER58A,0.004483437192657721,0.6144888349009332,-0.01296279999774343,0.02192694549686095
45,Caco-2,H3K4me1,MLT1C2,-0.004967212941616543,0.5805648740720243,-0.02258300014891703,0.012651657692264437
46,Caco-2,H3K4me1,MLT1B,0.015023240645028222,0.09975420133550783,-0.0028663358666521483,0.03290320417007712
47,Caco-2,H3K4me1,MLT1J,0.006050525632197316,0.5280857428211997,-0.012745226912411263,0.024842003929314165
48,Caco-2,H3K4me1,THE1D,-0.005067637945164813,0.596001532344288,-0.023798581124580123,0.013666861944438637
49,Caco-2,H3K4me1,L1MB8,-0.003801191407734552,0.6923669214986571,-0.022628428859561327,0.015028741246441582
50,Caco-2,H3K4me1,L1PA4,9.983060531273938e-06,0.9991811774052171,-0.019054265754565643,0.019074224619032444
51,Caco-2,H3K4me1,L1MB3,0.0040717720763987246,0.6772273925062324,-0.015100131468889973,0.02324068278288798
52,Caco-2,H3K4me1,AluYk2,,,,
53,Caco-2,H3K4me1,HAL1,-0.016329080113262177,0.10498002737685604,-0.03605950770840198,0.003414072562188466
54,Caco-2,H3K4me1,MLT1A,0.001655364614416432,0.8683101328196903,-0.017911087060103734,0.021220548868020706
55,Caco-2,H3K4me1,L1MC5a,0.01028545127589816,0.3111848320628395,-0.00962099238803131,0.030183745855186548
56,Caco-2,H3K4me1,L1PA7,0.008638826817557503,0.38922617649993674,-0.011026508687081486,0.028297482385457654
57,Caco-2,H3K4me1,L1MB7,0.008351767939165276,0.4067424868754047,-0.011379182901501616,0.02807621760841028
58,Caco-2,H3K4me1,MER3,0.004837665035387704,0.6357410881655072,-0.015179649007127493,0.024851102902211878
59,Caco-2,H3K4me1,L1PA5,0.022116024770871368,0.030597488107887535,0.0020673782614342357,0.04214689935386097
60,Caco-2,H3K4me1,AluSx4,0.007755709410572885,0.4536578418827508,-0.012530614379158398,0.028035651333904326
61,Caco-2,H3K4me1,L1MA9,-0.011212244670593022,0.27939407023893115,-0.031520234979273476,0.009104999199326412
62,Caco-2,H3K4me1,L1PA16,0.0045091921740214235,0.665687892289371,-0.015944700003884205,0.024959312024418333
63,Caco-2,H3K4me1,L1M4,-0.0064139375676483526,0.5651749841215903,-0.02826384676764507,0.015442097866798867
64,Caco-2,H3K4me1,MLT1L,-0.010943546797692083,0.3179474237830468,-0.03241176294619063,0.010534762720152711
65,Caco-2,H3K4me1,L1ME3A,0.01207699269430091,0.25659518380088153,-0.008788990568873193,0.03293246333673056
66,Caco-2,H3K4me1,L1MC5,-0.011475546737842415,0.2873490880269497,-0.03260616562356192,0.00966532620447405
67,Caco-2,H3K4me1,MLT1I,0.0025521153779241427,0.8175899699076786,-0.019133444635717513,0.024235275308107092
68,Caco-2,H3K4me1,L1PA3,0.004642619211655742,0.6718286004043682,-0.016835655185396953,0.02611661093893134
69,Caco-2,H3K4me1,MER103C,-0.012458768653092457,0.2830207533798448,-0.03519301673662425,0.01028836726199987
70,Caco-2,H3K4me1,Tigger1,0.0052423257586909225,0.6377162519723939,-0.016576780035609667,0.02705644109402827
71,Caco-2,H3K4me1,MSTB,0.00357964565095383,0.7527464715910133,-0.018690551525598963,0.02584629261389853
72,Caco-2,H3K4me1,L3b,0.0176983456150284,0.13390044717357852,-0.005446620326455419,0.04082435951269562
73,Caco-2,H3K4me1,L1ME4c,-0.01566770560458795,0.19432133039317667,-0.03931232894222961,0.007994453662678178
74,Caco-2,H3K4me1,THE1C,-0.005020111276101801,0.6605908715374536,-0.02742215462605153,0.01738697203567094
75,Caco-2,H3K4me1,MADE1,0.008819587133148805,0.4413144028940603,-0.013631108326542426,0.031261394682469634
76,Caco-2,H3K4me1,MER2,0.006817115805826333,0.5548656756488959,-0.0158104216431428,0.029437674282632123
77,Caco-2,H3K4me1,FLAM_A,0.010436872915528226,0.37793464908687857,-0.012764432739949082,0.03362694643763604
