,cell_line,modification,family_name,r,p_value,ci_low,ci_high
0,Caco-2,H3K4me1,Alu,0.00022395452216164422,0.8142162140481751,-0.0016439627670359895,0.002091870248554342
1,Caco-2,H3K4me1,L1,0.00031213439250824107,0.8208925105571623,-0.0023900698448966642,0.003014334071567318
2,Caco-2,H3K4me1,MIR,-0.00046617335764669634,0.7376293751874347,-0.003193622356557288,0.0022612825769897827
3,Caco-2,H3K4me1,L2,-0.00019065126742385798,0.9093707338025075,-0.0034732722724214113,0.0030919738463428353
4,Caco-2,H3K4me1,ERVL-MaLR,-3.4321056944968804e-06,0.9986356950550141,-0.003937440955497534,0.003930576850342
5,Caco-2,H3K4me1,hAT-Charlie,-0.003241846833848493,0.1285718606080262,-0.00742261416982216,0.0009390338336737874
6,Caco-2,H3K4me1,ERV1,-0.005411847935434727,0.0781670318709322,-0.01143336001916735,0.0006100566375169002
7,Caco-2,H3K4me1,ERVL,-0.003353866544989798,0.2834467399887138,-0.009482121527573174,0.002774640363114481
8,Caco-2,H3K4me1,TcMar-Tigger,0.0034115882001621587,0.2833524298634766,-0.0028211732615680053,0.009644084607993467
9,Caco-2,H3K4me1,hAT-Tip100,0.003263792038583508,0.4517425399625842,-0.005236969003034247,0.01176408139894475
10,Caco-2,H3K4me1,CR1,-0.002879873553494892,0.541892642512805,-0.0121332763195757,0.006374022423974629
11,Caco-2,H3K4me1,Gypsy,0.013999880374685057,0.07971580374677532,-0.0016596509406924022,0.029652547227345404
12,Caco-2,H3K4me1,hAT-Blackjack,0.006526419695872792,0.4238452688476807,-0.009467885827201185,0.02251738662496754
13,Caco-2,H3K4me1,TcMar-Mariner,0.0057241928860611085,0.48637266796946477,-0.01039338742553314,0.021838799628520447
14,Caco-2,H3K4me1,RTE-X,0.016025527711892383,0.11982090778123143,-0.004168385935226484,0.03620637622703173
15,Caco-2,H3K4me1,ERVK,0.0026064647859954794,0.824873325692304,-0.02047788224504576,0.025688034229606835
16,Caco-2,H3K4me1,TcMar-Tc2,0.010450668173058474,0.3988641394345406,-0.013829228528240263,0.034718248162166836
17,Caco-2,H3K4me1,SVA,-0.005192153833902696,0.7168071098561378,-0.03323694539590119,0.022860807692939203
18,Caco-2,H3K4me1,RTE-BovB,-0.008969825512239371,0.5437508341916639,-0.03791042999568606,0.019985813495320044
19,Caco-2,H3K4me1,tRNA-RTE,-0.00784856499927193,0.6252529967974707,-0.03932673244512948,0.02364516498904433
20,Caco-2,H3K4me1,hAT-Ac,-0.006434598099634367,0.7230803348511086,-0.04200487339374811,0.029151968005791704
21,Caco-2,H3K4me1,hAT,-0.02389233799078352,0.21534088860858505,-0.061627708069627044,0.013911237387596606
22,Caco-2,H3K4me1,MULE-MuDR,-0.027859249086640604,0.1813900563970176,-0.06863438605485024,0.013008809344678782
23,Caco-2,H3K4me1,PiggyBac,-0.029700821833778604,0.17509782516246164,-0.07253550872693708,0.013243230563734122
24,Caco-2,H3K4me1,5S-Deu-L2,-0.005065199628952958,0.8261418486808715,-0.05022643208375885,0.04011670413662186
25,Caco-2,H3K4me1,Helitron,0.020544805792580015,0.399759953883598,-0.02728304034570701,0.06827880414672975
26,Caco-2,H3K4me1,hAT-Tag1,-0.003981705397714926,0.8703785084272743,-0.05176805941962205,0.04382284056770545
27,Caco-2,H3K4me1,tRNA,0.00018507647373634627,0.9942779685684251,-0.05036147436688668,0.05073068160834067
28,Caco-2,H3K4me1,Penelope,-0.0381823990545173,0.3288476756478411,-0.11442488745307254,0.03850724694900511
29,Caco-2,H3K4me1,TcMar-Tc1,-0.024914475809860046,0.525076287063949,-0.10145738742633638,0.05192167498379348
30,Caco-2,H3K4me1,Dong-R4,0.00465836340614985,0.923447782349241,-0.0901687680312404,0.09940178924943525
31,Caco-2,H3K4me1,tRNA-Deu,-0.005270385229484553,0.91444678178321,-0.10113500577542488,0.09069120594657924
32,Caco-2,H3K4me1,Kolobok,-0.017700183301271797,0.7399835689510076,-0.12171885543543194,0.08670305326243455
33,Caco-2,H3K4me1,PIF-Harbinger,0.0035551346161307486,0.9472366419497436,-0.10146315333618647,0.10849506206305154
34,Caco-2,H3K4me1,Crypton,-0.014047473227187133,0.8139908232748903,-0.13043703828237713,0.10272400509105797
35,Caco-2,H3K4me1,Merlin,0.011110039467203157,0.8725432087647151,-0.12414894917296568,0.14596368012244748
36,Caco-2,H3K4me1,TcMar,0.0399918870225499,0.5729771862384316,-0.09900562494326567,0.17745865770555647
37,Caco-2,H3K4me1,L1-Tx1,0.04924059894086797,0.5677201344534266,-0.11956258594833197,0.21527689769266128
38,Caco-2,H3K4me1,Crypton-A,0.14674241605950783,0.09442312493826,-0.02635245444239325,0.31129398282002135
39,Caco-2,H3K4me1,I-Jockey,-0.0392920025947549,0.6850013347825109,-0.22579512940468222,0.1499895550292728
40,Caco-2,H3K4me1,hAT-Tip100?,0.007234432234432234,0.9547558956982424,-0.23900295731036764,0.2525976021552849
41,Caco-2,H3K4me1,TcMar-Pogo,0.05425219941348973,0.7680673598588204,-0.30036282813718157,0.39569081215811164
42,Caco-2,H3K4me1,hAT?,0.10093582887700536,0.5762262489294739,-0.25192609428701024,0.43010850647399546
43,Caco-2,H3K4me1,hAT-hAT19,-0.07941176470588236,0.770025319039825,-0.5539290093824006,0.43404767404251515
44,Caco-2,H3K9me3,Alu,0.0007596761110623924,0.4252098938330222,-0.0011075293008226605,0.002626876225804669
45,Caco-2,H3K9me3,L1,-0.0014772741920908812,0.2838213450618718,-0.0041787603014051536,0.001224233479817022
46,Caco-2,H3K9me3,MIR,-0.00040748575404427544,0.7696434899180704,-0.00313474781302877,0.0023197823666788226
47,Caco-2,H3K9me3,L2,0.0006386972446387031,0.7029279578434298,-0.002643729223495798,0.003921109949763808
48,Caco-2,H3K9me3,ERVL-MaLR,-0.0008946665458386723,0.6557213228028709,-0.004827795745564845,0.0030384903342022098
